epoch,train_whole_loss,train_kink_loss,val_whole_loss,val_kink_loss,train_total_loss,val_total_loss,train_rel_l2,val_rel_l2
1,0.5711815838493518,0.5032977969788793,0.5490714470545451,0.45914826343456905,176.7254108485891,161.25096364915373,0.5711815838493518,0.5490714470545451
2,0.503590520905025,0.45019563071763335,0.47325446556011835,0.45693299621343614,158.07206092948346,160.39980314026278,0.503590520905025,0.47325446556011835
3,0.4841798598196969,0.44537801626902906,0.5070428589979807,0.4505964249372482,156.36648543628294,158.21579158703486,0.4841798598196969,0.5070428589979807
4,0.4790480269424951,0.4440105580571872,0.47075567692518233,0.4569140742222468,155.8827431977685,160.39068165471156,0.4790480269424951,0.47075567692518233
5,0.4878358819591465,0.4459962170960298,0.49539208511511484,0.45348691592613855,156.58651182260087,159.2158126592636,0.4878358819591465,0.49539208511511484
6,0.4753323161779945,0.4421534713524491,0.4589078376690547,0.452311559766531,155.2290472457658,158.7679537559549,0.4753323161779945,0.4589078376690547
7,0.4792049161533811,0.4424562944849925,0.4942389408747355,0.44827561005949973,155.33890795351854,157.39070246169965,0.4792049161533811,0.4942389408747355
8,0.4861175543336726,0.43865482380141074,0.4533592164516449,0.45334969609975817,154.0153057496939,159.125752851367,0.4861175543336726,0.4533592164516449
9,0.47574410732112715,0.4382216691081204,0.5041709651549657,0.44901735881964366,153.85332821518628,157.66024655203026,0.47574410732112715,0.5041709651549657
10,0.483731677283102,0.43541567036465034,0.49821061293284097,0.4520420347650846,152.87921632225834,158.71292278071243,0.483731677283102,0.49821061293284097
11,0.48442355883655264,0.432489355553442,0.48241834541161854,0.4508424331744512,151.85569820119375,158.27726995646955,0.48442355883655264,0.48241834541161854
12,0.48800227642059324,0.4288592450654329,0.5151406029860178,0.45826347221930824,150.58873837599114,160.9073558797439,0.48800227642059324,0.5151406029860178
13,0.492461172324508,0.4238696213533629,0.4732020462552706,0.4616619847714901,148.84682838098325,162.0548967162768,0.492461172324508,0.4732020462552706
14,0.4946888666544388,0.4152599280449881,0.4699135298530261,0.46819771031538643,145.83566391218955,164.33911214023826,0.4946888666544388,0.4699135298530261
15,0.4959806845259311,0.40260434795671435,0.5080871512492497,0.47473321060339607,141.40750226832148,166.66471086243786,0.4959806845259311,0.5080871512492497
16,0.5002756068065984,0.385043592372937,0.49044136454661685,0.49083944062391915,135.26553276403627,172.28424558291832,0.5002756068065984,0.49044136454661685
17,0.49567140705549895,0.3671788801008196,0.4864790345231692,0.49416936139265694,129.00827955559117,173.4457555219531,0.49567140705549895,0.4864790345231692
18,0.5011666729379056,0.34630332606941905,0.5118518128991127,0.4871856833497683,121.7073310282693,171.02684098531802,0.5011666729379056,0.5118518128991127
19,0.49971192852774665,0.32514938262861165,0.5134387508034706,0.4854755053917567,114.30199584960937,170.4298656379183,0.49971192852774665,0.5134387508034706
20,0.4979457658618244,0.3020630550028673,0.508905706803004,0.5179008449117343,106.22001520413072,181.77420142591,0.4979457658618244,0.508905706803004
21,0.4922557275686691,0.27935293930680005,0.5017024849851927,0.5221504996220271,98.26578480734754,183.2543773526947,0.4922557275686691,0.5017024849851927
22,0.4892773029519551,0.25900194800611753,0.49280168612798053,0.5189496209224065,91.13995922714916,182.12516900897026,0.4892773029519551,0.49280168612798053
23,0.48610580305554973,0.24003159706272295,0.4993060454726219,0.5450480823715528,84.49716490560503,191.2661348755161,0.48610580305554973,0.4993060454726219
24,0.48342933565823,0.2237077158111245,0.4868733664353689,0.5351056242982547,78.78112994521412,187.7738418708245,0.48342933565823,0.4868733664353689
25,0.47834031866557564,0.2054073022372687,0.4809095377723376,0.5533231536547343,72.37089611452018,194.14401331692932,0.47834031866557564,0.4809095377723376
26,0.4727402110597981,0.19055272414168314,0.46933502405881883,0.5524802091221015,67.16619391370176,193.83740821679433,0.4727402110597981,0.46933502405881883
27,0.468242169760946,0.17558900716144646,0.47361084322134656,0.566573320577542,61.92439473849624,198.774273045361,0.468242169760946,0.47361084322134656
28,0.46546905129703126,0.1664565014082994,0.4685706610480944,0.5794953001042207,58.72524459041766,203.29192569752533,0.46546905129703126,0.4685706610480944
29,0.46325149064633386,0.15537373754960387,0.4621692846218745,0.5700038969516754,54.844059502900535,199.96353321770826,0.46325149064633386,0.4621692846218745
30,0.46033548739419056,0.14689419638754717,0.4601315438747406,0.5724459263185661,51.87330429304892,200.81620575537286,0.46033548739419056,0.4601315438747406
31,0.45864484763857144,0.13623489148136395,0.4614581416050593,0.5631114065647125,48.14085699622311,197.5504504392544,0.45864484763857144,0.4614581416050593
32,0.45491288784724565,0.12884410377313843,0.4558034434914589,0.5576292030513287,45.550349340865864,195.62602451145648,0.45491288784724565,0.4558034434914589
33,0.4536571973295354,0.12231494161620068,0.45434453984101614,0.5841684763630232,43.26388687019917,204.91331126689911,0.4536571973295354,0.45434453984101614
34,0.45453155761334435,0.11696233280114274,0.46194828202327093,0.573414521291852,41.39134803885844,201.15703073417146,0.45453155761334435,0.46194828202327093
35,0.4513321263576621,0.1122222224055831,0.4540150205294291,0.5907230364779631,39.72911004023766,207.2070777878165,0.4513321263576621,0.4540150205294291
36,0.45159539313458685,0.10788188529993172,0.45371826241413754,0.5868962287902832,38.210255261321564,205.86739833901328,0.45159539313458685,0.45371826241413754
37,0.45065114231251957,0.10064236259282525,0.45425111999114354,0.5843234981099764,35.67547801572885,204.96747545848288,0.45065114231251957,0.45425111999114354
38,0.44914545585860066,0.09592651940548598,0.4570541928211848,0.5786460280418396,34.02342718323665,202.98316400746504,0.44914545585860066,0.4570541928211848
39,0.4507167996755287,0.09491444788317183,0.4536731123924255,0.5785315887381633,33.67077354317281,202.93972917074962,0.4507167996755287,0.4536731123924255
40,0.44927779391630374,0.09113597016948373,0.4511565585931142,0.5823829799890519,32.346867285201796,204.28519955476128,0.44927779391630374,0.4511565585931142
41,0.4480197191238403,0.08760321223691328,0.4507404903570811,0.5882453451553981,31.109144062782402,206.3366112947464,0.4480197191238403,0.4507404903570811
42,0.4476716220378876,0.08307534547439262,0.44778712739547094,0.5866215422749519,29.524042659019358,205.7653269236286,0.4476716220378876,0.44778712739547094
43,0.44749475103705677,0.08134629268254807,0.4508852596084277,0.5923736900091171,28.918697186370395,207.78167676279944,0.44749475103705677,0.4508852596084277
44,0.4466993808746338,0.07908244436578964,0.4470055227478345,0.5837040533622105,28.12555494166132,204.74342419952154,0.4466993808746338,0.4470055227478345
45,0.447004105083978,0.07690030469823239,0.45100997388362885,0.5842769590516885,27.362110769926613,204.94794564197463,0.447004105083978,0.45100997388362885
46,0.44570965135275425,0.07513918495222703,0.44698627094427745,0.5862830648819606,26.744424375847203,205.64605897963048,0.44570965135275425,0.44698627094427745
47,0.44518928741341207,0.07107289486856602,0.44874204347531,0.581206315010786,25.320702418996326,203.8709522972504,0.44518928741341207,0.44874204347531
48,0.4447770298416935,0.07030477435953582,0.4473716581861178,0.5859905319909254,25.051448016380196,205.54405785501,0.4447770298416935,0.4473716581861178
